train_loss,train_acc,val_loss,val_acc,learning_rates
0.5867808661629669,0.6929287305122495,0.5037963297860376,0.7619577308120133,9.990232305719945e-05
0.4506798175583899,0.7934298440979956,0.43279411669435175,0.8053392658509455,9.960967771506666e-05
0.3665041560884071,0.8410356347438753,0.4314598908712124,0.8186874304783093,9.912321891107009e-05
0.29355283081531525,0.8691536748329621,0.4322637612449712,0.8320355951056729,9.844486647586723e-05
0.2530961483057621,0.8928173719376392,0.4459866495995686,0.8242491657397107,9.757729755661011e-05
0.2184053859220142,0.9086859688195991,0.4886052788331591,0.8253615127919911,9.652393605146844e-05
0.17466397708759898,0.9290089086859689,0.498126723643007,0.8364849833147943,9.528893909706797e-05
0.16119823901526695,0.9420935412026726,0.4417460581351971,0.8509454949944383,9.387718066217124e-05
0.14551131598717343,0.9457126948775055,0.4799719072621444,0.8542825361512792,9.229423231234974e-05
0.11355250023832891,0.9560133630289532,0.5586351706036206,0.8331479421579533,9.054634122155989e-05
0.10050742026929439,0.9643652561247216,0.5712968814989616,0.8431590656284761,8.864040551740155e-05
0.10275450506684396,0.9635300668151447,0.5486312488029743,0.8498331479421579,8.658394705735986e-05
0.09288131175315485,0.9621380846325167,0.5469594423113198,0.8487208008898777,8.438508174347008e-05
