train_loss,train_acc,val_loss,val_acc,learning_rates
0.6275875866413116,0.6472875800957661,0.5685187680967922,0.6985539488320356,9.990232305719945e-05
0.5453953318363798,0.7251768632814999,0.4669557398763196,0.7942157953281423,9.960967771506666e-05
0.5272825782277942,0.7387154407157597,0.43680807125979454,0.8031145717463849,9.912321891107009e-05
0.47681974692154777,0.7815881780342198,0.40797534687765713,0.8264738598442715,9.844486647586723e-05
0.45815264611645085,0.789285514503133,0.45327357485376557,0.7819799777530589,9.757729755661011e-05
0.4510202237726313,0.7996389949281947,0.3821847377152279,0.8420467185761957,9.652393605146844e-05
0.4316446647971077,0.8187936099454046,0.41675700401437693,0.8164627363737486,9.528893909706797e-05
0.39608808534335244,0.8404346504157001,0.39104922013036136,0.8442714126807565,9.387718066217124e-05
0.3874280049210101,0.8457182216198565,0.3646706496847087,0.8565072302558399,9.229423231234974e-05
0.38934968781154766,0.8420778841341916,0.3817107718566368,0.8375973303670745,9.054634122155989e-05
0.3426163006672817,0.8715978784027146,0.3890208339896695,0.8286985539488321,8.864040551740155e-05
0.35134228444204924,0.8687136375912212,0.3721749571890667,0.8553948832035595,8.658394705735986e-05
0.3400593123736635,0.8719153868510804,0.39696640290063,0.8342602892102335,8.438508174347008e-05
0.3316861189967763,0.877278439520115,0.3710010750540372,0.8576195773081201,8.205248749256013e-05
0.3415535412794721,0.8746191428266564,0.37165341963028087,0.8420467185761957,7.959536998847742e-05
0.32782087336599297,0.8800394796058923,0.35429078597446967,0.8576195773081201,7.702342635146032e-05
0.3218932283003773,0.8808331975926164,0.34754010315599115,0.8676307007786429,7.434680686803489e-05
0.31472284178686355,0.8877396477248338,0.35883755827772207,0.8587319243604005,7.157607493247108e-05
0.34236794696972433,0.8703525316430448,0.36276668695540265,0.8520578420467185,6.872216535789155e-05
0.2952832480051876,0.8947163372424674,0.3577308377315258,0.8576195773081201,6.579634122155988e-05
0.29438823817578036,0.8917135462349206,0.3578771458103739,0.8553948832035595,6.28101494146603e-05
0.2832545797645518,0.8967391212848355,0.3546323636225585,0.8509454949944383,5.9775375071993364e-05
0.3085848819299609,0.8818879167405315,0.3446056018101758,0.8631813125695217,5.670399506143306e-05
0.3173758272180515,0.8761719464728844,0.3639686636883637,0.8620689655172413,5.3608130716701005e-05
0.2976999315639249,0.8880104508669007,0.359389701023184,0.8620689655172413,5.049999999999999e-05
0.25158075909171485,0.909643418649919,0.35403902674543447,0.8631813125695217,4.7391869283298976e-05
0.2661998618921611,0.9003852751874732,0.36461359069779004,0.8587319243604005,4.429600493856693e-05
0.28865399982252743,0.8872867085006004,0.3648938201367855,0.8654060066740823,4.122462492800662e-05
0.22660872122619005,0.9154216756023654,0.36644849971193694,0.8631813125695217,3.8189850585339674e-05
0.2607330892778999,0.9008230080291304,0.35235661923371514,0.8587319243604005,3.5203658778440106e-05
0.29183536315485176,0.8860662183248303,0.34977325797080994,0.8620689655172413,3.227783464210844e-05
0.2763203554333443,0.8945525273350209,0.35788598579579384,0.8565072302558399,2.942392506752889e-05
0.24537770013300192,0.9091306349819371,0.3685010925963007,0.8654060066740823,2.6653193131965075e-05
