train_loss,train_acc,val_loss,val_acc,learning_rates
0.14920991039381618,0.6798440979955457,0.12898543502750068,0.7619577308120133,9.990232305719945e-05
0.11868808359171437,0.7839643652561247,0.11730992537120292,0.8020022246941045,9.960967771506666e-05
0.10319990239444032,0.8209910913140311,0.11092279016457755,0.8164627363737486,9.912321891107009e-05
0.08539664354669836,0.8610801781737194,0.10353479765612504,0.8342602892102335,9.844486647586723e-05
0.07156788102820912,0.8833518930957683,0.11633749023593705,0.8153503893214683,9.757729755661011e-05
0.06028699630920866,0.90228285077951,0.12088060173495062,0.8342602892102335,9.652393605146844e-05
0.05738220700944683,0.9134187082405345,0.11646289057258902,0.8375973303670745,9.528893909706797e-05
0.04773962904855741,0.9326280623608018,0.12898229191015506,0.8253615127919911,9.387718066217124e-05
0.03445895068116684,0.9507238307349666,0.16175697486976098,0.8298109010011123,9.229423231234974e-05
0.03613374650527814,0.9490534521158129,0.15861775597621655,0.8609566184649611,9.054634122155989e-05
0.031040392259745735,0.9574053452115813,0.14621402092021088,0.8464961067853171,8.864040551740155e-05
0.028974827638604737,0.9593541202672605,0.1560596088910925,0.8420467185761957,8.658394705735986e-05
0.02635043461557758,0.9649220489977728,0.17447573505342007,0.8342602892102335,8.438508174347008e-05
0.025046768660071942,0.9668708240534521,0.17805536502394184,0.8409343715239155,8.205248749256013e-05
