train_loss,train_acc,val_loss,val_acc,learning_rates
0.5868713650028262,0.6940423162583519,0.5019663202351538,0.7586206896551724,9.990232305719945e-05
0.4507524048068882,0.7934298440979956,0.43135901668976095,0.8042269187986651,9.960967771506666e-05
0.36664406770626,0.8385300668151447,0.42950762037573187,0.8175750834260289,9.912321891107009e-05
0.29339847357663434,0.8708240534521158,0.4335948645040907,0.8320355951056729,9.844486647586723e-05
0.25364702557568003,0.893652561247216,0.44559126013311845,0.8298109010011123,9.757729755661011e-05
0.21867831473329427,0.910913140311804,0.49558264942004765,0.8220244716351501,9.652393605146844e-05
0.17350529473835388,0.9290089086859689,0.5152392639168377,0.8309232480533927,9.528893909706797e-05
0.16194301856830057,0.9395879732739421,0.4351251721382141,0.8553948832035595,9.387718066217124e-05
0.1465032028809058,0.9440423162583519,0.4957041031327741,0.8509454949944383,9.229423231234974e-05
0.114777867410299,0.9546213808463252,0.5583118601091976,0.8431590656284761,9.054634122155989e-05
0.09695479946738456,0.9649220489977728,0.5706064320843796,0.8453837597330367,8.864040551740155e-05
0.10490201491928469,0.9629732739420935,0.5425643730780174,0.8476084538375973,8.658394705735986e-05
0.08627331537911587,0.9657572383073497,0.5699157311484732,0.8476084538375973,8.438508174347008e-05
